institutionCode;DayEventDate;MonthEventDate;YearEventData;Year_description;occurrenceID;Acronym;Catalogue number;GBIF tax ID;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;accordingTo_GBIF;scientificName;identificationRemarks;otherCatalogNumber;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;Reference;Specifications;Other species;disposition;Phylum
Ugent;8;8;1973;unknown;Ugent:UGMD:100057;UGMD;100057;7022484;"Discocriconemella retroversa Sauer & Winoto, 1975;";;7022484;SPECIES;Animalia;Interim Register of Marine and Nonmarine Genera;Discocriconemella retroversa (Animalia);collection and data is currently is under review;ZIRUG 057;1;  Paratype ;;;Malaysia;only georeferenced to country level;4,210484;101,975766;1973-08-08;;"478B G; VROEGER 0058; slechts 1 specimen gevonden (2 genoteerd!!)";;in collection;Nematoda
Ugent;8;8;1973;unknown;Ugent:UGMD:100058;UGMD;100058;7022484;"Discocriconemella retroversa Sauer & Winoto, 1975;";;7022484;SPECIES;Animalia;Interim Register of Marine and Nonmarine Genera;Discocriconemella retroversa (Animalia);collection and data is currently is under review;ZIRUG 058;4;  Paratype ;4 males;;Malaysia;only georeferenced to country level;4,210484;101,975766;1973-08-08;;"475; VROEGER 0059";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100059;UGMD;100059;136601361;Nothotylenchus tuberosus Kheiri, 1971;Kheiri, 1971;7024555;SPECIES;Animalia;Hallan, 2000-;Nothotylenchus tuberosus Kheiri, 1971 (Animalia);collection and data is currently is under review;ZIRUG 059;2;Holotype   ;1 female;;Iran;only georeferenced to country level;32,427908;53,688046;;;9/1967;Neopsilenchus;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100060;UGMD;100060;136513377;Merlinius clavicaudatus Choi & Geraert, 1975;Choi & Geraert, 1975;7023552;SPECIES;Animalia;Hallan, 2000-;Merlinius clavicaudatus Choi & Geraert, 1975 [=> Amplimerlinius clavicaudatus (Choi & Geraert, 1975)] (Animalia);collection and data is currently is under review;ZIRUG 060;9;Holotype Paratype ;4 males, 2 females ;;;only georeferenced to country level;;;;;485 A;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100061;UGMD;100061;116480361;Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938);Schuurmans Stekhoven & Teunissen, 1938;4556428;;Animalia;;Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia);collection and data is currently is under review;ZIRUG 061;1;   Lectotype;;;Democratic Republic of the Congo;only georeferenced to country level;;;;;S. Stekh & Teun 1938, lectotype design NR Siddiqi;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100062;UGMD;100062;116480361;Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938);Schuurmans Stekhoven & Teunissen, 1938;4556428;;Animalia;;Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia);collection and data is currently is under review;ZIRUG 062;6;   Paralectotype;2 males, 2 females, 2 juveniles ;;Democratic Republic of the Congo;only georeferenced to country level;;;;;S. Stekh & Teun 1938;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100063;UGMD;100063;116480361;Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938);Schuurmans Stekhoven & Teunissen, 1938;4556428;;Animalia;;Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia);collection and data is currently is under review;ZIRUG 063;3;   Paralectotype;3 males;;Democratic Republic of the Congo;only georeferenced to country level;;;;;S. Stekh & Teun 1938;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100064;UGMD;100064;116482406;Paratrichodorus tansaniensis Siddiqi, 1974;Siddiqi, 1974;4555352;;Animalia;;Paratrichodorus tansaniensis Siddiqi, 1974 (Animalia);collection and data is currently is under review;ZIRUG 064;3;  Paratype ;3 females;;Tanzania;only georeferenced to country level;-6,369028;34,888822;;;gen.n.sp.;Diphterophora M.R. Siddiqi;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100065;UGMD;100065;136433684;Paratrichodorus renifer Siddiqi, 1974;Siddiqi, 1974;4555348;SPECIES;Animalia;Hallan, 2000-;Paratrichodorus renifer Siddiqi, 1974 (Animalia);collection and data is currently is under review;ZIRUG 065;2;  Paratype ;2 females;;Malawi;only georeferenced to country level;-13,254308;34,301525;;;"gen.n.sp.; N.R. Siddiqi";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100066;UGMD;100066;116482428;Trichodorus lusitanicus Siddiqi, 1974;Siddiqi, 1974;4555378;;Animalia;;Trichodorus lusitanicus Siddiqi, 1974 (Animalia);collection and data is currently is under review;ZIRUG 066;7;  Paratype ;7 juveniles;;Portugal;only georeferenced to country level;39,399872;-8,224454;;;sp.n. N.R.Siddiqi;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100067;UGMD;100067;136433684;Paratrichodorus renifer Siddiqi, 1974;Siddiqi, 1974;4555348;SPECIES;Animalia;Hallan, 2000-;Paratrichodorus renifer Siddiqi, 1974 (Animalia);collection and data is currently is under review;ZIRUG 067;2;  Paratype ;2 females;;Malawi;only georeferenced to country level;-13,254308;34,301525;;;"gen.n.sp.; N.R. Siddiqi";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100068;UGMD;100068;116481027;Drilocephalobus coomansi Ali & al., 1974;Ali et al., 1974;4557896;;Animalia;;Drilocephalobus coomansi Ali et al., 1974 (Animalia);collection and data is currently is under review;ZIRUG 068;2;;;;;only georeferenced to country level;;;;;"2 male; KZC/10?";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100069;UGMD;100069;116481027;Drilocephalobus coomansi Ali & al., 1974;Ali et al., 1974;4557896;;Animalia;;Drilocephalobus coomansi Ali et al., 1974 (Animalia);collection and data is currently is under review;ZIRUG 069;2;;;;;only georeferenced to country level;;;;;"2 female; KZC/1-2";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100070;UGMD;100070;116481028;Drilocephalobus goodeyi Ali & al., 1974;Ali et al., 1974;4557895;;Animalia;;Drilocephalobus goodeyi Ali et al., 1974 (Animalia);collection and data is currently is under review;ZIRUG 070;3;  Paratype ;3 females;;;only georeferenced to country level;;;;;KZC/2-2;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100071;UGMD;100071;136601361;Nothotylenchus tuberosus Kheiri, 1971;Kheiri, 1971;7024555;SPECIES;Animalia;Hallan, 2000-;Nothotylenchus tuberosus Kheiri, 1971 (Animalia);collection and data is currently is under review;ZIRUG 071;13;  Paratype ;2 males;;Iran;only georeferenced to country level;32,427908;53,688046;;;9/1967;;in collection;Nematoda
Ugent;28;7;1972;unknown;Ugent:UGMD:100072;UGMD;100072;;;Degrisse;;;;;Merlinius pseudonanus;collection and data is currently is under review;ZIRUG 072;4;Holotype Paratype ;2 females, 1 male, 1 juvenile ;;Bosnië;only georeferenced to country level;;;1972-07-28;;;;in collection;Nematoda
Ugent;28;7;1972;unknown;Ugent:UGMD:100073;UGMD;100073;;;Degrisse;;;;;Merlinius pseudonanus;collection and data is currently is under review;ZIRUG 073;5; Allotype | Paratype ;2 males, 1 female, 1 juvenile ;;Bosnië;only georeferenced to country level;;;1972-07-28;;;Aphelenchus avenae;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100074;UGMD;100074;;;Degrisse;;;;;Merlinius pseudonanus;collection and data is currently is under review;ZIRUG 074;1;;;;;only georeferenced to country level;;;;;"Dolmabiber:II; 189; Coupe?; Mid Body";;in collection;Nematoda
Ugent;28;7;1972;unknown;Ugent:UGMD:100075;UGMD;100075;;;Degrisse;;;;;Merlinius pseudonanus;collection and data is currently is under review;ZIRUG 075;5;  Paratype ;1 female, 4 juveniles ;;Bosnië;only georeferenced to country level;;;1972-07-28;;;;in collection;Nematoda
Ugent;28;7;1972;unknown;Ugent:UGMD:100076;UGMD;100076;;;Degrisse;;;;;Merlinius pseudonanus;collection and data is currently is under review;ZIRUG 076;5;  Paratype ;2 females, 1 male, 1 juvenile ;;Bosnië;only georeferenced to country level;;;1972-07-28;;;Aphelenchus, Tylenchus;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100077;UGMD;100077;136407026;Desmodora granulata Vincx & Gourbault, 1989;Vincx & Gourbault, 1989;4348194;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Desmodora granulata Vincx & Gourbault, 1989 (Animalia);collection and data is currently is under review;ZIRUG 077;3;;;;;only georeferenced to country level;;;;;1 female, 2 male;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100078;UGMD;100078;135782900;Spirobolbolaimus boucherorum Gourbault & Vincx;Gourbault & Vincx;4347884;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Spirobolbolaimus boucherorum Gourbault & Vincx (Animalia);collection and data is currently is under review;ZIRUG 078;;;;;;only georeferenced to country level;;;;;Spirobalbolainus boucherorus?;;missing;
Ugent;;;;unknown;Ugent:UGMD:100079;UGMD;100079;135782900;Spirobolbolaimus boucherorum Gourbault & Vincx;Gourbault & Vincx;4347884;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Spirobolbolaimus boucherorum Gourbault & Vincx (Animalia);collection and data is currently is under review;ZIRUG 079;;;;;;only georeferenced to country level;;;;;zie 0078;;missing;
Ugent;;;;unknown;Ugent:UGMD:100080;UGMD;100080;;;;;;;;Dorylaimopsis pellicidum;collection and data is currently is under review;ZIRUG 080;;;;;;only georeferenced to country level;;;;;Sabatiera maboyne?, Dorylaimansis bellucidum;;missing;
Ugent;12;11;1981;unknown;Ugent:UGMD:100081;UGMD;100081;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 081;?;;;Host. Pueraria javanica ;Congo;only georeferenced to country level;-0,228021;15,827659;1981-11-12;;"female heads; controle microscoop!!!, Jepson Rothameerd?";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100082;UGMD;100082;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 082;4?;Holotype   ;1 female;;Congo;only georeferenced to country level;-0,228021;15,827659;;;"2 female;1966; dekglas losgekomen preparaat herstellen!!!";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100083;UGMD;100083;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 083;6;;;Host. Pueraria javanica ;Congo;only georeferenced to country level;-0,228021;15,827659;;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100084;UGMD;100084;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 084;2;;;;Congo;only georeferenced to country level;-0,228021;15,827659;;;2 male;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100085;UGMD;100085;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 085;1; Allotype  ;1 male;;;only georeferenced to country level;;;;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100086;UGMD;100086;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 086;4;   Paedotype;;;;only georeferenced to country level;;;;;Sarnu? More straight Sovae?;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100087;UGMD;100087;136431688;Meloidogyne oteifae Elmiligy, 1968;Elmiligy, 1968;7024748;SPECIES;Animalia;Hallan, 2000-;Meloidogyne oteifae Elmiligy, 1968 (Animalia);collection and data is currently is under review;ZIRUG 087;;;;;;only georeferenced to country level;;;;;has been described from the sample 40 from Yangz;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100088;UGMD;100088;143110086;Meloidogyne;;2283979;GENUS;Animalia;;Meloidogyne (Animalia);collection and data is currently is under review;ZIRUG 088;;;;;;only georeferenced to country level;;;;;;;missing;
Ugent;;;;unknown;Ugent:UGMD:100089;UGMD;100089;143110086;Meloidogyne;;2283979;GENUS;Animalia;;Meloidogyne (Animalia);collection and data is currently is under review;ZIRUG 089;;;;;;only georeferenced to country level;;;;;;;missing;
Ugent;;;;unknown;Ugent:UGMD:100090;UGMD;100090;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 090;2;Holotype   ;1 female;;Belgium;only georeferenced to country level;50,503887;4,469936;;;"slide no 11; 1 broken female";;in collection;Nematoda
Ugent;12;11;1981;unknown;Ugent:UGMD:100091;UGMD;100091;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 091;2;;;Ghent, host Frax ;Belgium;only georeferenced to country level;50,503887;4,469936;1981-11-12;;"slide no 16;n.sp.1male, 1966";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100092;UGMD;100092;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 092;1;;;Ghent, host Frax ;Belgium;only georeferenced to country level;50,503887;4,469936;;;"slide no 15; n.sp. 1966";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100093;UGMD;100093;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 093;3;   Paedotype;;;;only georeferenced to country level;;;;;"larvae; slide no 12; 4 rest";"Tylenchus f; nothotylenchus f,";in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100094;UGMD;100094;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 094;4;;;;;only georeferenced to country level;;;;;"larvae; 1966; 10";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100095;UGMD;100095;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 095;1;;;Ghent, Host. Rosa ;Belgium;only georeferenced to country level;50,503887;4,469936;;;femal perineal patterns;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100096;UGMD;100096;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 096;1;;;;;only georeferenced to country level;;;;;"1966; slide 7; Acer sp. Male";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100097;UGMD;100097;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 097;1;;;Ghent, host Frax ;Belgium;only georeferenced to country level;50,503887;4,469936;;;"slide no 18; n.sp. m.; 1966";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100098;UGMD;100098;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 098;3; Allotype  ;1 male;;Belgium;only georeferenced to country level;50,503887;4,469936;;;"slide no 12; 1966";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100099;UGMD;100099;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 099;1;;;;;only georeferenced to country level;;;;;"slide no 10;";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100100;UGMD;100100;137324871;Meloidogyne deconincki Elmiligy, 1968;Elmiligy, 1968;4556294;;;;Meloidogyne deconincki Elmiligy, 1968 [=> Meloidogyne ardenensis de Santos, 1968] (Life);collection and data is currently is under review;ZIRUG 100;12;;;;;only georeferenced to country level;;;;;draagglas gebroken;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100101;UGMD;100101;136620768;Laimaphelenchus deconincki Elmiligy & Geraert, 1972;Elmiligy & Geraert, 1972;7021843;SPECIES;Animalia;Hallan, 2000-;Laimaphelenchus deconincki Elmiligy & Geraert, 1972 [=> Aphelenchoides penardi (Steiner, 1914)] (Animalia);collection and data is currently is under review;ZIRUG 101;1;Holotype   ;1 female;;France;only georeferenced to country level;46,227638;2,213749;;;"1966; slide 101";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100102;UGMD;100102;136620768;Laimaphelenchus deconincki Elmiligy & Geraert, 1972;Elmiligy & Geraert, 1972;7021843;SPECIES;Animalia;Hallan, 2000-;Laimaphelenchus deconincki Elmiligy & Geraert, 1972 [=> Aphelenchoides penardi (Steiner, 1914)] (Animalia);collection and data is currently is under review;ZIRUG 102;2 of 3;;;Dunes North France, host. Soil around roots Ligust ;France;only georeferenced to country level;46,227638;2,213749;;;"1966; onder microscoop bekijken; 3 female?";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100106;UGMD;100106;136511624;Macroposthonia wolgogica Choi & Geraert, 1975;Choi & Geraert, 1975;7022646;SPECIES;Animalia;Hallan, 2000-;Macroposthonia wolgogica Choi & Geraert, 1975 (Animalia);collection and data is currently is under review;ZIRUG 106;2;;;;;only georeferenced to country level;;;;;"vulva ventral view; BESCHADIGD";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100107;UGMD;100107;136511624;Macroposthonia wolgogica Choi & Geraert, 1975;Choi & Geraert, 1975;7022646;SPECIES;Animalia;Hallan, 2000-;Macroposthonia wolgogica Choi & Geraert, 1975 (Animalia);collection and data is currently is under review;ZIRUG 107;1;;;;;only georeferenced to country level;;;;;"en face view; BESCHADIGD";;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100108;UGMD;100108;136430184;Criconemella paragoodeyi Choi & Geraert, 1975;Choi & Geraert, 1975;7022573;SPECIES;Animalia;Hallan, 2000-;Criconemella paragoodeyi Choi & Geraert, 1975 [=> Criconemella komabaensis Imamura, 1931] (Animalia);collection and data is currently is under review;ZIRUG 108;6;Holotype Paratype ;5 females;;Korea;only georeferenced to country level;37,6639976;127,9784585;;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100109;UGMD;100109;136512323;Criconemella myungsugae Choi & Geraert, 1975;Choi & Geraert, 1975;7022580;SPECIES;Animalia;Hallan, 2000-;Criconemella myungsugae Choi & Geraert, 1975 (Animalia);collection and data is currently is under review;ZIRUG 109;8;Holotype Paratype ;7 females ;;Korea;only georeferenced to country level;37,6639976;127,9784585;;;1972;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:100110;UGMD;100110;136511624;Macroposthonia wolgogica Choi & Geraert, 1975;Choi & Geraert, 1975;7022646;SPECIES;Animalia;Hallan, 2000-;Macroposthonia wolgogica Choi & Geraert, 1975 (Animalia);collection and data is currently is under review;ZIRUG 110;6;Holotype Paratype ;5 females;;Korea;only georeferenced to country level;37,6639976;127,9784585;;;;;in collection;Nematoda
